time,x,y,theta
1891.043,1.581731620792226e-06,1.605150194983196e-07,-0.00019954022685375605
1891.048,-2.6267876762631204e-13,1.509903313490213e-14,-5.264927929182761e-07
1891.051,1.581400338013239e-06,1.6080415243813206e-07,-0.00019954019618850793
1891.055,-2.6267876762631204e-13,1.4876988529977098e-14,-5.265003681920177e-07
1891.061,-2.6267876762631204e-13,1.4876988529977098e-14,-5.265041558288885e-07
1891.065,1.5806924567041136e-06,1.613772551145587e-07,-0.00019953982005826987
1891.069,-2.6267876762631204e-13,1.4876988529977098e-14,-5.265117315467194e-07
1891.072,-2.6267876762631204e-13,1.4876988529977098e-14,-5.265155196276794e-07
1891.076,9.252614099120038e-05,1.0029517707010882e-05,-0.011741366726003566
1891.08,1.556547741587977e-06,1.782794132321186e-07,-0.0001995106033070293
1891.085,1.5561737147784527e-06,1.7855436018621162e-07,-0.00019951025531605993
1891.089,-2.6290081223123707e-13,1.1546319456101628e-14,-5.265306710633411e-07
1891.093,-2.6290081223123707e-13,1.1546319456101628e-14,-5.265344591443011e-07
1891.098,-2.6290081223123707e-13,1.1546319456101628e-14,-5.265382467811719e-07
1891.101,-2.6290081223123707e-13,1.1546319456101628e-14,-5.265420348621319e-07
1891.106,-2.6290081223123707e-13,1.1546319456101628e-14,-5.265458229430919e-07
1891.11,-2.6290081223123707e-13,1.1546319456101628e-14,-5.26549611024052e-07
1891.114,-2.6290081223123707e-13,1.1324274851176597e-14,-5.26553399105012e-07
1891.119,-2.6290081223123707e-13,1.1546319456101628e-14,-5.26557187185972e-07
1891.123,1.5539259072827605e-06,1.802008100515451e-07,-0.00019950811767133203
